"province","drain_basin","river_section","time","quality_type","temperature","pH","oxygen","conductivity","turbidity_ntu","permanganate_index","ammonia_nitrogen","total_phosphate","total_nitrogen","chl_a","algae_density","site_state"
"陕西省","黄河流域","潼关吊桥","2020-11-04 08:00:00","Ⅲ",15.2,8.32,8.4,996,447.7,4.27,0.24,0.146,"6.59",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-11-04 08:00:00","Ⅱ",13.5,7.12,9.24,576.2,48.7,1.21,0.07,0.03,"1.71",,,"正常"
"北京市","海河流域","沿河城","2020-11-05 08:00:00","Ⅱ",7.9,8.34,11.49,1248.4,5.6,2.34,0.24,0.024,"1.53",,,"正常"
"北京市","海河流域","古北口","2020-11-05 08:00:00",,6.2,8.09,12.05,739.4,1.5,0.84,0.14,,"9.79",,,"维护"
"天津市","海河流域","三岔口","2020-11-05 08:00:00","Ⅰ",13.9,7.94,9.03,635,8.5,1.61,0.12,0.006,"1.17",,,"正常"
"天津市","海河流域","果河桥","2020-11-05 08:00:00","Ⅱ",12.2,8.26,9.49,588,8.1,2.34,0.22,0.072,"3.47",,,"正常"
"河北省","海河流域","岗南水库","2020-11-05 08:00:00","Ⅱ",17.3,8.53,8.99,575.6,2.7,2.39,0.06,0.024,"2.67",,,"正常"
"河北省","海河流域","八号桥","2020-11-05 08:00:00","Ⅲ",5.7,8.47,11.38,1400.5,63.3,5.1,0.11,0.107,"7.41",,,"正常"
"山西省","黄河流域","河津大桥","2020-11-05 08:00:00","Ⅳ",15.2,8.12,9.64,1766.2,577.3,9.88,0.25,,,,,"正常"
"山西省","黄河流域","万家寨水库",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","画匠营子",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","海勃湾","2020-11-05 04:00:00","Ⅱ",11.9,8.57,8.83,604.5,59.2,2.12,0.14,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","江桥","2020-11-05 08:00:00","Ⅱ",13,6.78,9.06,142,11.5,0.92,0.041,0.024,"2.34",,,"正常"
"辽宁省","辽河流域","辽河公园","2020-11-05 08:00:00","Ⅳ",14,7.81,9.78,21261.4,291.6,8.79,0.146,0.215,"3.13",,,"正常"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山","2020-11-05 08:00:00","Ⅲ",5.6,8.36,14.72,629.8,15.8,4.83,0.11,0.117,"4.68",,,"正常"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","圈河","2020-11-05 08:00:00","Ⅱ",14.8,7.64,8.69,201,66,3.46,0.079,0.051,"1.81",,,"正常"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-11-05 08:00:00","劣Ⅴ",19.2,8.34,8.73,433,72.8,19.6,0.25,0.073,"1.74",0.019,,"正常"
"江苏省","淮河流域","小红圈","2020-11-05 08:00:00","Ⅱ",13.6,7.52,12.78,786.6,8.4,2.05,0.08,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-11-05 08:00:00","Ⅲ",16.4,7.7,6,983.2,48.7,4.42,0.117,0.065,"1.52",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-11-05 08:00:00","Ⅱ",13.5,8.1,8.88,782.7,13.6,2.36,0.13,0.028,"9.04",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-11-05 08:00:00","Ⅳ",17.8,7.74,8.86,328.4,168.2,5.04,0.41,0.204,"6.48",0.02,,"正常"
"江苏省","太湖流域","西山","2020-11-05 08:00:00","Ⅴ",17.2,7.6,8.94,251.3,108.8,2.84,0.24,0.103,"0.39",0.001,,"正常"
"江苏省","淮河流域","大兴桥",,,,,,,,,,,,,,"维护"
"江苏省","淮河流域","淮河大桥","2020-11-05 08:00:00","Ⅲ",16.8,8.1,8.14,445.2,41.3,3.94,0.23,0.137,"2.06",,,"正常"
"江苏省","长江流域","三江营","2020-11-05 08:00:00","Ⅱ",18.7,7.86,7.53,306.6,59.9,2.01,0.043,0.071,"1.73",,,"正常"
"江苏省","淮河流域","大屈","2020-11-05 08:00:00","Ⅱ",15.6,8.07,8.45,842,64.8,3.76,0.07,0.05,"1.54",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-11-05 08:00:00",,21.7,7.57,6.32,154.2,25,1.24,,0.017,"1.01",,,"维护"
"浙江省","太湖流域","斜路港","2020-11-05 04:00:00","Ⅴ",18.3,7.48,4.69,512,83.9,10.06,0.235,0.105,"1.61",,,"正常"
"浙江省","太湖流域","王江泾","2020-11-05 08:00:00",,19.4,6.98,5.37,563.1,102.7,4.14,0.08,0.064,"1.75",,,"维护"
"浙江省","太湖流域","新港口(新塘港)","2020-11-05 08:00:00","Ⅲ",17.9,8.19,8.04,367.7,233.7,4.45,0.179,0.133,"18.57",0.018,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-11-05 08:00:00","Ⅳ",17,6.7,7.39,303,69.8,4.58,0.12,0.084,"1.94",0.037,,"正常"
"安徽省","巢湖流域","裕溪口(老)",,,,,,,,,,,,,,"维护"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-11-05 08:00:00","Ⅲ",20.5,7.67,9,449.8,69.7,3.46,0.018,0.12,"1.57",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-11-05 04:00:00","Ⅳ",18.5,7.34,4.86,212.5,50.5,2.83,0.12,,,,,"正常"
"安徽省","淮河流域","小王桥","2020-11-05 08:00:00","Ⅴ",16.9,8.15,6.68,1683.1,17.6,6.91,0.02,0.357,"0.98",,,"正常"
"安徽省","长江流域","皖河口","2020-11-05 08:00:00","Ⅱ",19.8,7.5,7.55,277.8,36.8,1.87,0.023,0.059,"2.19",,,"正常"
"安徽省","淮河流域","小柳巷","2020-11-05 08:00:00","Ⅲ",18.3,7.73,8.41,430.5,159.4,2.52,0.042,0.131,"1.68",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-11-05 08:00:00","Ⅳ",16.5,7.15,4.16,340.3,31.9,3.07,0.222,0.097,"2.03",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-11-05 08:00:00","Ⅳ",17.5,7.56,4.15,706,28.6,3.71,0.11,0.116,"2.86",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-11-05 08:00:00","Ⅱ",14.6,7.71,6.97,937.8,195.4,3.18,0.19,0.057,"1.14",,,"正常"
"安徽省","淮河流域","杨庄","2020-11-05 08:00:00","Ⅲ",15.9,7.87,9,944.6,48.4,4.33,0.307,,,,,"正常"
"安徽省","淮河流域","泗县公路桥","2020-11-05 08:00:00","Ⅲ",16.8,8.35,9.64,972.7,27.1,5.66,0.064,,,,,"正常"
"安徽省","淮河流域","颜集","2020-11-05 08:00:00","Ⅳ",14.3,8.19,8.35,1712.4,411.2,6.3,0.24,0.251,"4.71",,,"正常"
"福建省","浙闽片河流","白岩潭","2020-11-05 08:00:00","Ⅲ",22.1,7.29,7.38,1087.8,370.3,4.45,0.116,,,,,"正常"
"江西省","长江流域","滁槎","2020-11-05 08:00:00","Ⅱ",20.3,7.8,8.02,120.2,64,3.97,0.45,0.075,"1.66",,,"正常"
"江西省","长江流域","姚港(河西水厂)","2020-11-05 08:00:00","Ⅱ",19.4,7.44,8.36,317.2,36.8,1.38,0.042,0.069,"1.41",,,"正常"
"江西省","长江流域","蛤蟆石","2020-11-05 08:00:00","Ⅲ",18.9,7.3,8.98,148.1,90,2.2,0.008,0.048,"1.16",0.003,2671960,"正常"
"山东省","黄河流域","泺口","2020-11-05 04:00:00",,13.3,8.39,10.16,784.4,555.6,2.28,,0.012,"3.82",,,"维护"
"山东省","淮河流域","台儿庄大桥","2020-11-05 08:00:00","Ⅱ",18,7.87,7.76,874.9,21.3,2.93,0.125,0.059,"2.93",,,"正常"
"山东省","淮河流域","清泉寺",,,,,,,,,,,,,,"停站"
"山东省","淮河流域","重坊桥","2020-11-05 08:00:00","Ⅱ",15.7,8.09,9.4,760.4,13.9,3.14,0.127,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-11-05 08:00:00","Ⅲ",15.5,8.07,10.11,776,24.3,4.85,0.042,0.085,"6.36",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-11-05 08:00:00","Ⅱ",20.6,7.78,8.23,275.7,2,2.04,0.062,0.007,"0.94",0.005,1953046,"正常"
"河南省","淮河流域","黄口","2020-11-05 08:00:00","Ⅱ",14,7.49,9.52,2064,38.2,3.72,0.017,0.069,"9.32",,,"正常"
"河南省","淮河流域","蒋集","2020-11-05 08:00:00","Ⅱ",18.3,6.95,6.75,216.9,336.8,2.77,0.067,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-11-05 08:00:00","Ⅲ",15.5,7.14,8.51,246,63.8,2.9,0.221,0.12,"1.61",,,"正常"
"河南省","淮河流域","沈丘闸","2020-11-05 08:00:00","Ⅲ",17,7.43,5.37,1207.2,24.3,4.27,0.82,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-11-05 08:00:00","Ⅲ",17,8.48,9.26,1391.2,14.3,5.86,0.13,0.142,"1.00",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-11-05 08:00:00","Ⅲ",18.2,7.6,8.42,874.8,8.4,0.005,0.19,0.133,"4.25",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-11-05 08:00:00","Ⅱ",15.3,8.13,8.74,713.8,10.1,0.002,0.18,0.022,"3.38",,,"正常"
"湖北省","长江流域","宗关","2020-11-05 08:00:00","Ⅱ",19.2,7.85,7.94,409.2,21.2,1.15,0.086,0.03,"2.76",0.002,,"正常"
"湖北省","长江流域","坝上中(胡家岭)","2020-11-05 08:00:00","Ⅱ",20.8,7.82,7.2,245.2,1.7,1.82,0.054,0.011,"1.25",0.012,9511000,"正常"
"湖北省","长江流域","南津关","2020-11-05 08:00:00","Ⅱ",19.9,7.93,8.18,359.4,5.4,1.31,0.01,0.041,"1.56",0.001,,"正常"
"湖南省","长江流域","新港","2020-11-05 08:00:00",,20,7.17,10.17,272.9,36.8,,0.041,0.059,"1.82",,,"维护"
"湖南省","长江流域","岳阳楼","2020-11-05 08:00:00","Ⅲ",18.2,7.86,7.78,254.1,46.6,1.71,0.003,0.042,"2.80",0.003,271,"正常"
"湖南省","长江流域","城陵矶","2020-11-05 08:00:00","Ⅲ",19.2,8.05,8.91,257,59.7,1.46,0.017,0.126,"1.31",,,"正常"
"广东省","珠江流域","七星岗","2020-11-05 08:00:00",,24.8,7.5,7.54,222.9,12.9,,0.126,0.216,"2.56",,,"维护"
"广东省","珠江流域","横栏","2020-11-05 08:00:00","Ⅰ",23,7.75,7.69,284,35.1,1.72,0.104,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-11-05 08:00:00","Ⅱ",23.1,7.75,7.19,365.5,17.5,0.59,0.076,0.029,"2.45",,,"正常"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴","2020-11-05 08:00:00",,26.2,8.06,,293.4,17.1,1.15,0.16,0.009,"1.35",,,"维护"
"广西壮族自治区","珠江流域","平而关","2020-11-05 08:00:00",,22.5,8.02,8.43,244.5,22.6,1.08,,,,,,"维护"
"重庆市","长江流域","朱沱",,,,,,,,,,,,,,"停站"
"四川省","长江流域","龙洞","2020-11-05 08:00:00","Ⅰ",18.4,8.32,8.57,860.4,6.3,0.82,0.001,0.006,"0.69",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-11-05 08:00:00","Ⅱ",18.3,8.28,8.79,523.3,15.2,2.21,0.019,0.097,"3.44",,,"正常"
"四川省","长江流域","清风峡","2020-11-05 08:00:00","Ⅰ",13.9,8.39,10.65,395,104.7,0.25,0.14,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟","2020-11-05 08:00:00","Ⅱ",16.6,7.91,8.67,271.2,56.4,1.66,0.114,0.066,"1.82",,,"正常"
"云南省","滇池流域","西苑隧道","2020-11-05 08:00:00","Ⅳ",17.1,7.42,4.45,736.2,13.4,7.51,0.029,0.043,"1.90",0.003,4629908,"正常"
"云南省","滇池流域","观音山","2020-11-05 08:00:00","劣Ⅴ",17.6,9.64,7.61,388.7,59.5,7.97,0.76,0.105,"1.43",0.004,35460580,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-11-05 08:00:00","Ⅱ",22,6.63,8.45,171.4,90.8,1.64,0.132,0.072,"1.35",,,"正常"
"云南省","西南诸河","橄榄坝","2020-11-05 08:00:00","Ⅲ",19.6,7.69,7.27,476.6,26.9,5.97,0.098,,,,,"正常"
"陕西省","黄河流域","潼关吊桥","2020-11-05 08:00:00","Ⅲ",15.3,8.31,8.33,980,376.5,4.15,0.22,0.136,"6.71",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-11-05 08:00:00",,13.4,6.9,8.82,570,61.8,,0.25,0.035,"1.67",,,"维护"
"北京市","海河流域","沿河城","2020-11-06 08:00:00","Ⅱ",8.4,8.38,11.39,1224,4.4,2.1,0.26,0.023,"1.60",,,"正常"
"北京市","海河流域","古北口","2020-11-06 08:00:00",,6.9,8.06,11.8,738.5,2.4,1.03,0.13,,"9.80",,,"维护"
"天津市","海河流域","三岔口","2020-11-06 08:00:00","Ⅱ",14.3,7.94,8.9,657.8,8.7,1.63,0.24,0.004,"1.12",,,"正常"
"天津市","海河流域","果河桥","2020-11-06 08:00:00","Ⅱ",12.4,8.22,10.24,583.3,7.3,2.35,0.23,0.069,"3.30",,,"正常"
"河北省","海河流域","岗南水库","2020-11-06 08:00:00","Ⅱ",17.2,8.54,9.02,575.8,2.7,2.33,0.06,0.021,"2.64",,,"正常"
"河北省","海河流域","八号桥","2020-11-06 08:00:00","Ⅲ",5.9,8.47,11.39,1446.4,66.9,5.17,0.11,0.116,"7.58",,,"正常"
"山西省","黄河流域","河津大桥","2020-11-06 08:00:00","Ⅳ",15.1,8.18,9.89,1777.9,322.8,8.12,0.26,,,,,"正常"
"山西省","黄河流域","万家寨水库","2020-11-06 08:00:00","Ⅱ",10.6,7.87,10.39,597.9,14.7,3.36,0.45,0.018,"2.18",,,"正常"
"内蒙古自治区","黄河流域","画匠营子","2020-11-06 08:00:00","Ⅲ",10.5,8.13,9.47,715.7,1570.7,4.15,0.064,,,,,"正常"
"内蒙古自治区","黄河流域","海勃湾","2020-11-06 08:00:00","Ⅱ",10.8,8.71,8.96,592.3,74.5,2.09,0.19,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","江桥","2020-11-06 08:00:00","Ⅱ",19.4,6.94,7.76,159,8,0.82,0.072,0.023,"2.76",,,"正常"
"辽宁省","辽河流域","辽河公园","2020-11-06 08:00:00","Ⅳ",14.5,7.83,9.57,20211.2,285.3,8.61,0.145,0.238,"3.18",,,"正常"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山","2020-11-06 08:00:00","Ⅲ",8,8.25,13.4,633.5,20.2,4.73,0.12,0.127,"4.49",,,"正常"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","圈河","2020-11-06 08:00:00","Ⅱ",15,7.63,8.72,209,94.3,3.3,0.088,0.039,"1.90",,,"正常"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-11-06 08:00:00","Ⅳ",5.4,7.63,13.06,252,81,7.21,0.189,0.105,"1.80",,,"正常"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-11-06 08:00:00","Ⅲ",20.7,8.3,8.5,439.3,53.2,4.88,0.23,0.069,"1.54",0.019,,"正常"
"江苏省","淮河流域","小红圈","2020-11-06 08:00:00","Ⅰ",14,7.52,12.87,771.1,16.6,1.92,0.063,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-11-06 08:00:00","Ⅲ",16.3,7.7,6.51,997.9,42.6,4.37,0.116,0.062,"1.60",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-11-06 08:00:00","Ⅱ",14.2,8.09,9.27,795.1,11.8,2.38,0.12,0.026,"9.78",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-11-06 08:00:00","Ⅲ",18.4,7.68,8.57,328.9,138.7,4.35,0.41,0.183,"6.03",0.018,,"正常"
"江苏省","太湖流域","西山","2020-11-06 08:00:00","Ⅳ",17.1,7.53,8.73,346.3,99.7,2.56,0.15,0.098,"0.35",0.001,,"正常"
"江苏省","淮河流域","大兴桥","2020-11-06 08:00:00","Ⅲ",16.2,8.37,9.5,764.7,21.6,4.05,0.062,,,,,"正常"
"江苏省","淮河流域","淮河大桥","2020-11-06 08:00:00","Ⅲ",16.9,8.15,8.38,448.3,43.8,3.74,0.24,0.146,"2.06",,,"正常"
"江苏省","长江流域","三江营","2020-11-06 08:00:00","Ⅱ",18.8,7.87,7.46,305.2,54.8,2,0.04,0.07,"1.66",,,"正常"
"江苏省","淮河流域","大屈","2020-11-06 08:00:00","Ⅲ",15.9,8.02,8.14,844,36.1,4.27,0.05,0.048,"1.57",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-11-06 08:00:00","Ⅱ",21.6,7.63,6.36,153.4,25.6,1.18,0.004,0.017,"0.97",,,"正常"
"浙江省","太湖流域","斜路港","2020-11-06 08:00:00","Ⅳ",18.5,7.38,3.66,529,91,8.7,0.124,0.084,"1.17",,,"正常"
"浙江省","太湖流域","王江泾","2020-11-06 08:00:00","Ⅲ",19.8,6.9,6.32,601.2,98.2,4.49,0.059,0.076,"1.65",,,"正常"
"浙江省","太湖流域","新港口(新塘港)","2020-11-06 08:00:00","Ⅲ",17.7,8.16,7.93,354.1,214.9,3.48,0.249,0.112,"13.38",0.012,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-11-06 08:00:00","Ⅳ",17.7,6.61,6.64,303.5,88.5,4.94,0.13,0.089,"2.03",0.038,,"正常"
"安徽省","巢湖流域","裕溪口(老)",,,,,,,,,,,,,,"维护"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-11-06 08:00:00","Ⅲ",20.6,7.64,8.96,441.6,53,3.46,0.007,0.117,"1.60",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-11-06 08:00:00","Ⅳ",19,7.3,4.16,220.9,65.2,2.54,0.13,,,,,"正常"
"安徽省","淮河流域","小王桥","2020-11-06 08:00:00","Ⅴ",16.9,8.17,7.11,1698.3,15.4,7.35,0.019,0.374,"1.01",,,"正常"
"安徽省","长江流域","皖河口","2020-11-06 08:00:00","Ⅱ",20.2,7.47,7.45,275.3,27.9,1.56,0.016,0.054,"2.04",,,"正常"
"安徽省","淮河流域","小柳巷","2020-11-06 08:00:00","Ⅲ",18.2,7.73,8.4,425.6,168.8,2.49,0.066,0.152,"1.66",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-11-06 08:00:00","Ⅱ",16.4,7.15,6.66,337.4,30.6,3.04,0.256,0.088,"1.97",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-11-06 08:00:00","Ⅳ",17.4,6.64,4.05,733.4,24.5,3.58,0.13,0.102,"3.62",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-11-06 08:00:00","Ⅳ",15.3,7.7,6.49,949.7,223.4,2.94,1.32,0.05,"1.38",,,"正常"
"安徽省","淮河流域","杨庄","2020-11-06 08:00:00","Ⅱ",17,7.89,8.97,988.6,59.2,3.97,0.277,,,,,"正常"
"安徽省","淮河流域","泗县公路桥","2020-11-06 08:00:00","Ⅲ",16.9,8.34,9.38,975,31,5.66,0.074,,,,,"正常"
"安徽省","淮河流域","颜集","2020-11-06 08:00:00","Ⅳ",14.6,8.23,8.07,1719.8,205.3,6.13,0.26,0.207,"3.78",,,"正常"
"福建省","浙闽片河流","白岩潭","2020-11-06 08:00:00","Ⅱ",22.3,7.26,7.17,1307,115.2,3.79,0.113,,,,,"正常"
"江西省","长江流域","滁槎","2020-11-06 08:00:00","Ⅱ",20.8,7.73,8.17,119.5,50.6,2.51,0.44,0.074,"1.55",,,"正常"
"江西省","长江流域","姚港(河西水厂)","2020-11-06 08:00:00","Ⅱ",19.5,7.44,8.29,317.9,36.2,0.9,0.009,0.068,"1.38",,,"正常"
"江西省","长江流域","蛤蟆石","2020-11-06 08:00:00","Ⅲ",18.8,7.28,8.79,147.4,83.2,2.07,0.01,0.045,"1.30",0.003,2751558,"正常"
"山东省","黄河流域","泺口","2020-11-06 08:00:00","Ⅱ",13.3,8.39,10.63,779.9,516.2,2.28,0.123,0.015,"3.82",,,"正常"
"山东省","淮河流域","台儿庄大桥","2020-11-06 08:00:00","Ⅱ",15.9,7.79,8.14,893.6,34.3,3.09,0.113,0.059,"2.93",,,"正常"
"山东省","淮河流域","清泉寺",,,,,,,,,,,,,,"停站"
"山东省","淮河流域","重坊桥","2020-11-06 08:00:00","Ⅱ",16,8,9.08,772.8,11,3.15,0.169,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-11-06 08:00:00","Ⅲ",15.9,8.08,10.7,775.5,18.1,5.22,0.049,0.099,"6.47",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-11-06 08:00:00","Ⅰ",22,7.76,7.78,272.9,2.4,1.96,0.074,0.007,"0.96",0.006,1847150,"正常"
"河南省","淮河流域","黄口","2020-11-06 08:00:00","Ⅱ",14.8,7.4,9.31,1988.9,39.7,3.41,0.011,0.066,"10.82",,,"正常"
"河南省","淮河流域","蒋集","2020-11-06 08:00:00","Ⅱ",17.9,6.95,6.61,214.5,348.3,2.75,0.069,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-11-06 08:00:00",,15.6,7.11,8.34,247,64.5,,0.213,0.123,"1.75",,,"维护"
"河南省","淮河流域","沈丘闸","2020-11-06 08:00:00","Ⅲ",16.6,7.48,5.82,1191.7,23.5,3.96,0.81,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-11-06 08:00:00","Ⅲ",16.9,8.46,8.5,1392.7,14.5,5.68,0.16,0.147,"0.95",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-11-06 08:00:00","Ⅲ",18,7.58,8.3,891.7,6.4,3.67,0.1,0.14,"4.26",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-11-06 08:00:00","Ⅱ",15.7,8.14,8.44,716.2,9.7,0.002,0.11,0.024,"3.30",,,"正常"
"湖北省","长江流域","宗关","2020-11-06 08:00:00","Ⅱ",19,7.78,7.96,402.7,26.5,0.83,0.108,0.026,"2.89",0.003,,"正常"
"湖北省","长江流域","坝上中(胡家岭)","2020-11-06 08:00:00","Ⅱ",20.6,7.82,7.23,246.2,2.6,1.73,0.115,0.016,"1.24",0.016,8808000,"正常"
"湖北省","长江流域","南津关","2020-11-06 08:00:00","Ⅱ",20.1,7.91,8.49,360.1,3.1,1.3,0.007,0.042,"1.57",0.001,,"正常"
"湖南省","长江流域","新港","2020-11-06 08:00:00","Ⅱ",20.2,7.2,10.39,277.3,39.2,1.74,0.022,0.053,"1.78",,,"正常"
"湖南省","长江流域","岳阳楼","2020-11-06 08:00:00","Ⅴ",18.4,7.85,7.72,254,48.5,1.83,0.003,0.102,"2.75",0.003,253,"正常"
"湖南省","长江流域","城陵矶","2020-11-06 08:00:00","Ⅲ",19.6,8.11,8.87,253.9,63.3,2.08,0.01,0.114,"1.40",,,"正常"
"广东省","珠江流域","七星岗","2020-11-06 08:00:00","劣Ⅴ",25,7.55,7.72,248,10.7,0.56,0.118,0.429,"2.25",,,"正常"
"广东省","珠江流域","横栏","2020-11-06 08:00:00","Ⅰ",23,7.74,7.76,283,37.4,1.7,0.125,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-11-06 08:00:00",,23.4,7.72,7.14,380.4,14,0.43,,0.026,"2.36",,,"维护"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","平而关","2020-11-06 08:00:00",,23.4,7.98,8.24,242.5,21.7,1.02,,,,,,"维护"
"重庆市","长江流域","朱沱",,,,,,,,,,,,,,"停站"
"四川省","长江流域","龙洞","2020-11-06 08:00:00","Ⅰ",18.4,8.34,8.66,855.4,6.8,0.84,0.004,0.008,"0.72",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-11-06 08:00:00","Ⅱ",18.2,8.29,8.81,527.1,16.2,2.12,0.019,0.097,"3.28",,,"正常"
"四川省","长江流域","清风峡","2020-11-06 08:00:00","Ⅰ",14.1,8.4,10.66,395.4,118.4,0.04,0.146,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟","2020-11-06 08:00:00","Ⅱ",16.6,7.89,8.84,283.4,36.7,1.62,0.134,0.071,"1.91",,,"正常"
"云南省","滇池流域","西苑隧道","2020-11-06 08:00:00","Ⅳ",17.9,7.64,5.93,724.7,18.5,7.59,0.022,0.043,"3.25",0.003,4254228,"正常"
"云南省","滇池流域","观音山","2020-11-06 08:00:00","劣Ⅴ",18,9.38,7.29,391.4,40.5,7.47,0.91,0.094,"1.13",0.004,30860680,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-11-06 08:00:00","Ⅲ",21.5,6.45,8.5,182.2,104.1,3.45,0.148,0.114,"1.39",,,"正常"
"云南省","西南诸河","橄榄坝","2020-11-06 08:00:00","Ⅰ",19.6,7.69,7.69,494.3,17.7,1.31,0.107,,,,,"正常"
